,title,wos,clean_abstract
74,Night and day: The influence and relative importance of urban characteristics on remotely sensed land surface temperature,WOS:000549189200003,characteristic urban land surface contribute urban heat island turn exacerbate severity heat wave impact however mechanism complex interaction urban area underlying land surface temperature still understood understanding mechanism necessary design strategy mitigate land temperature city using recently available night time moderate resolution thermal satellite imagery employing advanced nonlinear statistical model seek answer question what influence relative importance urban characteristic land surface temperature day night to answer question analyze urban land surface temperature four city across united state devise technique training validating nonlinear statistical model geostatistical data use model ass interdependent effect urban characteristic urban surface temperature our result suggest vegetation impervious surface important urban characteristic associated land surface temperature while may expected first quantify relationship landsat resolution nighttime temperature estimate our result also demonstrate potential using nonlinear statistical analysis investigate land surface temperature relationship urban characteristic improved understanding relationship influencing night day land surface temperature assist planner undertaking heat wave mitigation
75,Climate change and human health,WOS:000258937500011,change particularly global warming attributable human activity mainly fossil fuel burning release greenhouse gas co2 emission of co2 continue rise model project 1 1 degree
76,Climate Change Impacts on Ecosystem Services in High Mountain Areas: A Literature Review,WOS:000404062500003,high mountain area experiencing earliest greatest impact however knowledge impact multiple ecosystem service benefit different stakeholder group remains scattered literature present literature impact ecosystem service benefiting local community tourist high mountain area result show lack study focused global south especially tropical glacier likely first disappear impact classified impact food feed water availability natural hazard regulation spirituality cultural identity aesthetic recreation in turn impact infrastructure accessibility also affect ecosystem service several impact direct threat life mountain people livelihood culture mountain tourism experiencing abrupt change magnitude impact make necessary strengthen measure adapt high mountain area
77,Sea level rise outpaced by vertical dune toe translation on prograding coasts,WOS:000664915500018,sea level rising due expected influence development dynamic coastal dune however anticipated change coastal dune yet demonstrated using field data here provide evidence dune translation characterized linear increase dune toe elevation order 13 15 mm year recent decade along dutch coast rate increase remarkable 7 8 time greater measured sea level rise observed vertical dune toe translation coincides seaward movement dune toe e progradation show similarity prograding coast holocene along dutch coast elsewhere thus suspect location besides dutch coast might also show large ratio sea level rise dune toe elevation increase phenomenon might significantly influence expected impact sea level rise measure
78,"Cumulative carbon emissions, emissions floors and short-term rates of warming: implications for policy",WOS:000284692300005,a number recent study found strong link peak human induced global warming cumulative carbon emission start industrial revolution link emission shorter period year 2020 2050 generally weaker however cumulative target appear conflict concept floor emission caused sector food production here show introduction emission floor reduce importance cumulative emission may make warming target unachievable for pathway give likely warming 4 degree
79,Up close and personal The value of feedback in implementing an individual energy-saving adaptation,WOS:000369999000005,purpose purpose explore driver computer related sustainability behavior medium sized u university extent inexpensive energy saving device installed 146 administrator faculty general staff workstation achieved significant saving kwh co2 kg dollar design methodology approach a mixed method approach used collect qualitative quantitative data inform intervention introduced raise awareness energy saving initiative medium sized university campus individual level a simple computer energy efficiency device measure kwh carbon emission monetary saving installed office workstation 146 administrator faculty general staff design enabled analysis university mitigation strategy along energy saving behavior attitude saving co2 kg dollar resulting installation intervention finding extrapolating individual workstation saving eight week period suggests potential annual average saving 122 087 21 1 327 003 kwh energy 577 044 kg co2 usage behavior attitude participant toward green practice general specific energy saving device showed participant hold highly positive attitude toward theme captured participant feeling toward energy saving device included easy use enjoyment feedback habit technical issue driver highly motivated participant save energy work participant sense social responsibility recognition need reduce energy work practical implication implementation voluntary individual level energy saving potential far effective expensive mandated strategy imposed university employee value feedback positively influencing sustainability behavior originality value one first report implementation voluntary individual level intervention university campus address concern voiced previous literature higher education stepping critical role required contributes sustainability higher education literature providing empirical evidence usefulness implementing simple technique specifically document increasing sustainability awareness university employee encourage socially responsible energy conversation behavior achieve significant energy saving dollar kwh co2 kg
80,Review on the impact of urban geometry and pedestrian level greening on outdoor thermal comfort,WOS:000367758200075,number hot day increasing many part world heat island phenomenon global high air temperature greatly affect human thermal comfort public health particularly urban area therefore challenging task urban designer urban planner accommodating increasing population make city least level vulnerability future interest transferring urban climatic knowledge urban planning practice developing mitigation strategy adapt increased recent year use vegetation appropriate urban geometry shown promising mitigating adverse effect heat island providing better pedestrian thermal comfort review study pedestrian level urban greening geometry improving thermal comfort city such strategy applied preliminary stage urban planning thus directly affect microclimate analyzed data include simulation field measurement study discussion clearly reflects urban design guideline applied enhance outdoor thermal comfort minimize heat island effect helpful controlling consequence city design early design stage
81,Mapping the spatial distribution of shade provision of street trees in Boston using Google Street View panoramas,WOS:000430594600011,street tree provide shade increase human thermal comfort hot summer in investigated spatial distribution shade provision street tree boston massachusetts sky view factor svf influence solar radiation ground affect human thermal comfort used indicate contribution street tree shade provision google street view gsv panorama used calculate photographic method based svf svfp consideration kind obstruction within street canyon a building height model used calculate simulation based svf svfs consideration obstruction building block considering fact street tree building block two major obstruction radiation within street canyon therefore difference two svf estimation result considered shade provision street tree result show street tree help decrease svf 24 61 boston massachusetts shading level varies spatially area generally southwestern area much higher shading level north east explored shading variation among different socioeconomic group area result show hispanic tend live neighborhood lower shading level help provide reference future urban greening project global adaption
82,Optimal planning of inter-plant hydrogen integration (IPHI) in eco-industrial park with P-graph and game theory analyses,WOS:000706781800008,with rising demand hydrogen petrochemical refinery complex optimisation hydrogen utility getting attention through inter plant hydrogen integration iphi overall hydrogen consumption purged gas could reduced exchanging hydrogen gas among multiple plant could reduce effect in work p graph methodology proposed optimal design iphi regeneration reuse recycle via centralised utility hub green hydrogen incorporated work call adaption a case involving green hydrogen sourced solar energy palm oil mill effluent wastewater used demonstrate proposed methodology four integration scheme analysed using game theory based approach decision making in iphi participating plant may seek maximise benefit due rational self interest hence game theory based approach used analyse interaction participating plant developing iphi scheme with implementation carbon tax potential motivating collaboration additional gain achieved collaboration compared short sighted self interest decision proposed methodology indicates collective welfare maximised cooperation among network pursue pareto optimality line commitment tackle reaching sustainainability agenda
83,Monitoring summer indoor overheating in the London housing stock,WOS:000400212400031,in light current projection recent year increasing interest assessment indoor overheating domestic environment previously heating dominated climate present monitoring overheating 122 london dwelling summer 2009 2010 dry bulb temperature relative humidity main living sleeping area monitored 10 min interval ashrae standard 55 adaptive thermal comfort method applied us outdoor temperature derive optimum indoor comfort temperature it found 29 living room 31 bedroom monitored 2009 1 summertime occupied hour outside comfort zone recommended standard achieve 90 acceptability in 2010 37 monitored living room 49 monitored bedroom 1 summertime occupied hour outside comfort zone finding indicate london dwelling face significant risk overheating current occupant exposure excess indoor temperature likely exacerbated future strategy incorporated building regulation building design retrofit
84,"Impact of design variables on hydrologic and thermal performance of green, blue-green and blue roofs",WOS:000883733600001,blue green blue roof increasingly promoted adapt providing multiple benefit however uncer tainties design differ conventional green roof hinder implementation studyinvestigates potential green blue green blue roof control urban stormwater improve microclimate moni toring performance toronto ontario experimental setup built varied following designfactors substrate type thickness drainage layer thickness orifice size result revealed blue green roofswith organic fll blended according german forschungsgesellschaft landschaftsentiwicklung landschaftsbau sub strates significantly improved detention compared green roof similar substrate organic blue green roof achievedmaximum retention fll blue green roof higher retention fll green roof blue roof smaller ori fice comparable hydrologic performance vegetated roof suffered long water standing duration organicsubstrates followed fll substrate result highest air cooling noon blue roof highest air coolingin evening in substrate temperature blue green roof lower green roof trade offs thebenefits drawback need considered future design
85,The Influence of Extreme Heat on Police and Fire Department Services in 23 US Cities,WOS:000595702600002,recent suggests extreme heat affect demand emergency service including police fire department incident yet limited understanding impact across u s city varying population size different climate sought examine daily utilization police fire department service hot day 23 u s city representing six zone using relative risk rr time series analysis daily police fire department incident warm season analysis utilized three temperature metric daily maximum temperature t max daily maximum heat index himax preceding daily minimum temperature t min across city rr police department incident day t max 95th percentile significantly increased within range 3 95 confidence interval ci 0 3 6 3 57 95 ci 24 5 89 7 compared nonhot day at temperature threshold rr fire department dispatch increased 6 95 ci 3 0 8 6 18 95 ci 15 2 21 6 these result remained consistent across temperature metric consecutive day extreme heat estimated effect daily maximum temperature daily maximum heat index daily minimum temperature nonlinear police fire department incident across city these finding inform strategy preparing budget personnel emergency agency ensure resilience period extreme heat increase frequency severity duration
86,Spatial Distribution of Land Surface Temperatures in Kuwait: Urban Heat and Cool Islands,WOS:000535745400017,global rise urbanization led formation surface urban heat island surface urban cool island urban heat island shown increase thermal discomfort increase heat stress heat related disease in kuwait hyper arid desert population life urban suburban area in characterized spatial distribution land surface temperature investigated presence urban heat cool effect kuwait used historical moderate resolution imaging spectroradiometer modis terra satellite 8 day composite land surface temperature lst 2001 2017 calculated average lsts urban suburban governorates compared average lsts rural barren land repeated analysis daytime nighttime lst during day temperature difference urban suburban minus versus governorates 1 1 degree
87,Analysis of urban heat island phenomenon and mitigation solutions evaluation for Montreal,WOS:000389320800035,urban cold city important consideration global moderation energy consumption citizen safety wellbeing recently many city started pay attention mitigation strategy they need policy relevant data analysis effort current data mostly focus consideration greenhouse gas emission level rather providing specific strategy urban scale in analyze demonstrate street vegetation planting albedo urban canopy characteristic affect urban specific city montreal use envi met three dimensional computer model analyzes micro scale thermal interaction within urban environment calculate sky view factor svf 300 x 300 section city simulate environmental condition including air temperature ta human weighted mean radiant temperature mrth w wind speed physiologically equivalent temperature pet community scale these simulation comparison demonstrate effect environmental factor typical summer day provide hint mitigation urban heat island uhi new urban development effectiveness uhi mitigation strategy evaluated providing guideline policy development
88,Assessment of CMIP6 Multi-Model Projections Worldwide: Which Regions Are Getting Warmer and Are Going through a Drought in Africa and Morocco? What Changes from CMIP5 to CMIP6?,WOS:000911094100001,although inherently global issue impact felt equally across earth pressure belt continental scale region seek examine area becoming warmer experiencing drought particular focus africa light low historical emission poor economic capacity mitigation morocco whose conditional goal achieved foreign assistance rated almost sufficient yet compliance paris agreement goal also explore consistency source uncertainty coupled model intercomparison project phase 6 cmip6 model analyze change cmip5 whose projection based representative concentration pathway rcps shared socio economic pathway ssps based scenario cmip6 find strong forcing additional policy projected raise mean annual temperature morocco long term period 6 25 degree
89,Exploring the Potential of Climate-Adaptive Container Building Design under Future Climates Scenarios in Three Different Climate Zones,WOS:000521955600108,deployment container building module grown popularity past year due inherent strength modular construction relatively low cost upcycled container architecture accepted since eco friendly using traditional building material intensive carbon footprint moreover owing unquestionable urgency existing adaptive design strategy may longer respond effectively supposed work previous passive design therefore explores conceptual design upcycled shipping container building designed carbon smart modular living solution single family house three design scenario related cold temperate hot humid climatic zone respectively extra feature future adaption added assessing projected future data ashrae standard 55 current handbook fundamental comfort model compared conventional design rome would gradually face failure conventional adaptive design measure coming 60 year growing trend cooling dehumidification demand consequently appropriate utilization internal heat gain proposed promising measure followed measure window sun shading passive solar direct gain using low mass upcoming future rome future projection show different result berlin stockholm special attention around occasional overheating risk towards design goal future thermal comfort
90,Observational evidence for soil-moisture impact on hot extremes in southeastern Europe,WOS:000285498600011,expected affect mean climatic variable also variability 1 2 extreme heat wave 2 6 in particular modelling study postulated possible impact soil moisture deficit drought hot extreme 7 11 such effect could responsible impending change occurrence heat wave europe 7 here analyse observational index based measurement 275 meteorological station central southeastern europe publicly available gridded observation 12 find relationship soil moisture deficit expressed standardized precipitation index 13 summer hot extreme southeastern europe relationship stronger high end distribution temperature extreme compare result simulation current model find model correctly represent soil moisture impact temperature extreme southeastern europe overestimate central europe given memory associated soil moisture storage finding may help measure early warning prediction tool extreme heat wave
91,Urban climate awareness and urgency to adapt: An international overview,WOS:000561894700001,urban manifest thermal wind environment specific city cause wind danger overheating city benefit preventing effect measure however action taken improving urban condition awareness problem needed numerous study show awareness urban extreme problem yet knowledge lack amongst different actor society may differ country therefore conducted international awareness level regarding urban phenomenon sense urgency act within four group citizen local politician urban planner designer urban expert semi structured interview expert ten country worldwide conducted result indicate urgency adapt acknowledged rather equally four group actor in contrast awareness urban phenomenon urban heat island urban wind pattern amongst citizen politician rather low country amongst urban planner designer urban expert observed generally high awareness regarding urban phenomenon raising awareness requires tailor made strategy specific need different actor group
92,Beyond a Focus on Fuel Reduction in the WUI: The Need for Regional Wildfire Mitigation to Address Multiple Risks,WOS:000800036500001,there thousand community million home fire prone wildland urban interface wui environment although future development may sited designed survivable resistant loss arching strategy needed already high risk traditionally plan protecting wui inhabitant focus fuel reduction strategic location e g defensible space around home fuel break around community while approach reduce fire hazard specific location certain weather condition variety vulnerability directly addressed fuel reduction a comprehensive approach needed one facilitates future resilience mitigate multiple fire related risk a regional wildfire mitigation program rwmp expanding traditional approach wildfire protection key step direction goal rwmp include 1 retrofitting built environment e structural ignition vulnerability water supply deficiency evacuation constraint 2 buffering landscape e mosaic le flammable land us complementing traditional fuel break 3 training community e education become fire adapted demonstrate consistent methodology mapping hazard vulnerability assessing risk multiple negative impact prioritizing diverse mitigation activity implementing solution effective portable across many wui environment
93,"The Impact of Variable Retention Harvesting on Growth and Carbon Sequestration of a Red Pine (Pinus resinosa Ait.) Plantation Forest in Southern Ontario, Canada",WOS:000731452900001,a atmospheric carbon dioxide concentration continue rise global temperature increase growing concern sustainability health carbon sequestration potential forest ecosystem variable retention harvesting vrh suggested potential method increase forest biodiversity growth carbon
94,"Native pedunculate oaks support more biodiversity than non-native oaks, but non-native oaks are healthier than native oaks: A study on street and park trees of a city br",WOS:000862777400018,tree city provide multiple ecosystem service however simultaneously ensuring healthy tree high habitat di versity challenging harsh urban environment compared health microhabitats bat activity native quercus roburl non native quercus rubral oak growing different urban habitat street v park karlsruhe southwestern randomly selected 167 oak tree diameter breast height dbh 20 cm across city urban tree registrar performed tree health assessment dendrometric microhabitatinventory recorded four day bat activity 45 native non native oak acoustic logger installed thetrees found non native oak healthier native oak provided le abundance richness micro habitat tree size positive effect pruning negative effect strongly influence microhabitat richness abundance in addition park tree hosted significantly microhabitats street tree recorded activity 9 bat speciesfrom 4 genus pipistrellusbats active park tree street tree long eared bat plecotus weremoreactivenear native non native oak bat likely favored bymicrohabitatssuchasforksplit lightning scar wood peckerflutethat common le healthy tree conclude non native red oak planted alongsidestreets condition harsher park better adapt climatic change stay healthy le main tenance preservation native pedunculate oak tree especially within park paramount urban biodiversity conservation potential provide microhabitats supporting bat
95,Thermal comfort investigation of stratified indoor environment in displacement ventilation: Climate-adaptive building with smart windows,WOS:000460039900001,impact combination passive ventilation system smart window adaptive building studied a 3d steady state rans cfd simulation sst k omega turbulence model used evaluate temperature distribution age air two case heat source smart window two ventilation opening model first validated first case full scale experimental data for window wall ratio wwr range 20 40 four different room outlet opening location validated model used determine thermal comfort metric studied building smart window case mixed environmental condition atlanta ga used setting boundary condition result thermal comfort analysis showed wwr 30 40 preferred studied window smart window electrochromic glazing respectively it also showed 50 temperature difference reduction floor ceiling achievable electrochromic window smart window without electrochromic glazing reduced maximum relative air temperature floor ceiling 87 30 compared regular window provides resource designing adaptive building improving occupant thermal comfort existing building enhancing building aesthetic view characteristic
96,"Summertime impacts of climate change on dwellings in Wales, UK",WOS:000808464300001,wale predicted warmer wetter hot summer expected become commonplace middle century whilst focus wale wintertime decarbonisation introduction energy efficiency measure welsh government want understand summertime impact occupant welsh housing aim project test hypothesis summertime indoor housing condition wale diminish consequence a six week period 22nd july 31st august modelled using uk 2018 local projection baseline 2030 2070 respectively result reveal increased incidence summertime overheating majority dwelling poorest performing dwelling post 1990 dwelling flat property internal wall insulation result show cooling strategy reduce indoor air temperature increasingly required indoor vulnerability modelled moisture result demonstrate potential poorer indoor environmental quality due increased relative humidity every location experience increase relative humidity regardless dwelling typology relative humidity highest pre 1919 dwelling dwelling solid stone wall result show ventilation strategy improve extraction moisture laden air whilst diluting concentration pollutant present indoors required dwelling avoid increased incidence condensation damp mould growth adverse impact allergen particle pollutant
97,Systematic Comparison of the Influence of Cool Wall versus Cool Roof Adoption on Urban Climate in the Los Angeles Basin,WOS:000446542100032,first time ass influence employing solar reflective cool wall urban energy budget summertime los angeles basin systematically compare effect cool wall cool roof heat mitigation strategy widely studied employed using consistent modeling framework weather forecasting model adoption cool wall lead increase urban grid cell albedo peak early morning late afternoon ratio solar radiation onto vertical wall versus horizontal surface maximum in los angeles county daily average increase grid cell reflected solar radiation increasing wall albedo 0 80 9 1 w 2 43 increasing roof albedo cool wall reduce canyon air temperature los angeles 0 43 k daily average peak reduction 0 64 k occurring 09 00 lst secondary peak 0 53 k 18 00 lst per 0 10 wall roof albedo increase cool wall roof reduce summertime daily average canyon air temperature 0 05 k 0 06 k result reported used inform policy urban heat island mitigation
98,Effects of Heat Stress on Working Populations when Facing Climate Change,WOS:000314383700002,it accepted earth changing accelerating pace already documented implication human health environment literature provides overview existing finding effect heat stress working population relation in light purpose literature explore recent previous impact heat stress human occupational setting heat stress workplace researched extensively past however contemporary context information lacking extent implication main factor found exacerbate heat stress current future workplace urban heat island effect physical work individual difference developing country context technological fix often applicable there also lack information effect vulnerable group elderly people pregnant woman a increasing temperature reduce work productivity world economic productivity could condensed affecting developing country tropical zone disproportionately future needed taking interdisciplinary approach including social economic environmental technical aspect
99,Towards Sustainable Shifts to Healthy Diets and Food Security in Sub-Saharan Africa with Climate-Resilient Crops in Bread-Type Products: A Food System Analysis,WOS:000750676200001,massive urbanization increasing disposable income favor rapid transition diet lifestyle sub saharan africa ssa a result ssa population becoming increasingly vulnerable double burden malnutrition obesity combined increasing pressure produce sufficient food provide employment growing population together threat induced declining crop yield requires urgent sustainable solution can increase cultivation resilient crop crcs utilization produce attractive convenient nutritious bread product contribute healthy sustainable diet a food system analysis bread food value chain ssa indicates replacement refined mostly imported wheat attractive bread product could 1 improve food nutrition security 2 bring shift nutritionally balanced diet 3 increase economic inclusiveness equitable benefit 4 improve sustainability resilience food system food system analysis also provided systematic insight challenge hurdle need overcome increase availability affordability uptake crcs proposed intervention include improving agronomic yield crcs food product technology raising consumer awareness directing policy overall integrated program involving stakeholder food system needed
100,Assessment of Central Asian heat extremes by statistical downscaling: Validation and future projection for 2015-2100,WOS:000777167800002,increasing heatwaves extreme temperature recently observed across central asia ca accurately assessing projecting changing extreme local station scale required risk management therefore highly important however global regional model often fail represent statistical distribution observed daily extreme variable hence extreme complex terrain in work developed statistical downscaling sd model project summer daily maximum temperature tmax heatwave index 65 meteorological station ca toward 2100 sd model involves first order autoregression multiple linear regression using large scale tmax circulation index ci predictor model cross validated historical observation local tmax heatwave index projected 2015 2100 driven output global model cnrm cm6 1 four shared socioeconomic pathway ssp126 ssp245 ssp370 ssp585 application sd model significantly improves forecasting probability distribution 10th 90th percentile tmax station particularly across mountainous region model also capture interannual variability long term trend tmax consistent synoptic scale input sd projection demonstrate strong warming trend summer tmax ca toward 2100 rate 0 35 0 64 degree
101,Urban performance and density: Generative study on interdependencies of urban form and environmental measures,WOS:000508361800082,majority world population live urban settlement city dweller quality life directly influenced environmental condition result built environment environmental condition public realm building shape people use outdoor indoor space daily life correspondingly present implement generative approach link urban physical density performative urban design investigate environmental impact urban morphology approach could beneficial implement performance based planning pbp method environmental resilience improve citizen wellbeing selected performance measure nocturnal urban heat island effect outdoor solar access winter summer indoor daylight availability result analyzed based mathematical correlation building form factor environmental qualifies within varying range generated building density show case building square foot print maximum potential uhi highly dependent height urban canyon optimum outdoor solar access summer achievable intermediate canyon width daylight variation mainly depend window wall ratio wwr in addition high wwr value 0 7 canyon height building geometry sequentially highest influence indoor daylight availability
102,"Hospital healthcare costs attributable to heat and future estimations in the context of climate change in Perth, Western Australia",WOS:000704501200004,increasing temperature making significant impact human health including heat related disease increasing burden healthcare system although many study explored association increasing temperature negative health outcome associated cost heat related disease remains relatively sparse furthermore estimation future cost associated heat attributable hospital healthcare well explored used distributed lag nonlinear model estimate heat attributable hospital healthcare cost perth western using 2006 2012 baseline future costing 2026 2032 2046 2052 estimated rcp2 6 rcp4 5 rcp8 5 higher temperature found associated increased hospital healthcare cost total hospital cost attributable heat baseline period 2006 2012 estimated 79 5 million aud cost mental health hospitalization largest contributor heat related condition examined cost estimated increase substantially 125 8 129 1 million aud 2026 2032 174 1 190 3 million aud midcentury scenario our finding notable burden heat attributable healthcare cost future emphasize importance measure reduce adverse health effect increasing temperature heat exposure people perth
103,EFFECTS OF TEMPERATURE ON THE NEUTRAL LIPID CONTENT OF BIOMPHALARIA GLABRATA AS DETERMINED BY HIGH PERFORMANCE THIN LAYER CHROMATOGRAPHY-DENSITOMETRY AND OBSERVATIONS ON SNAIL FECUNDITY,WOS:000277574600012,high performance thin layer chromatography densitometry used examine effect extreme temperature neutral lipid content biomphalaria glabrata observation fecundity made extreme temperature 32 28 14 degree
104,"Greening offices: Willingness to pay for green-certified office spaces in Bengaluru, India",WOS:000515354000007,rapidly growing construction sector india large resource foot print offer vast potential mitigate adapt greening building sector feasible various policy measure incentive deal recycling waste treatment reduction energy use emission use hazardous substance several public private benefit objective understand whether much would consumer willing pay green building information asymmetry reduced information provision benefit green building us choice experiment evaluate firm willingness pay green certified office space indian city bengaluru relied primary survey data drawn around 115 firm working rented office space bengaluru asked choose status quo different level green certification tobit model used estimation result show firm value private benefit like reduction electricity water bill water waste recycling significantly willingness pay firm negatively related rent office space positively related annual turnover firm prior knowledge green building certification
105,Future energy demand for public buildings in the context of climate change for Burkina Faso,WOS:000298200600027,address dual challenge faced burkina faso engineer design sustainable low energy public building still providing required thermal comfort warmer temperature condition caused in discus current potential future energy demand public building air conditioning context past projected future trend electricity demand air conditioning public building 2010 2080 investigated moreover highlight fact predicted mean temperature using sres scenario b2 increase 2 degree
106,"Spatio-temporal planning of urban neighborhoods in the context of global climate change: Lessons for urban form design in Tehran, Iran",WOS:000493744700001,there growing concern recent year temperature rise resulting especially high density urban area exacerbated urban heat island uhi in hot dry climate concern make necessary find practical solution adapt rapidly developed city large population due ignoring creation uhi planning mostly fallen severe trouble so finding influence decision impact urban implementing would inform planner consequence decision advanced 3d 4d numerical model like envi met becoming frequent way investigating climatic impact decision regulation however full scale modeling neighborhood city cannot widely possible present therefore practical solution simplification small scale model calculate consequence decision development in systematically propose solution cooling urban neighborhood analyzing possible scenario uhi mitigation presented goal find effective urban form design strategy across typical range tehran urban development high density urban fabric our result provide insight impact urban form design microclimate hotter drier future city considering water shortage utilizing mitigation strategy
107,Grid-scale batteries and the politics of storage,WOS:000828851100001,from tesla experimental virtual power plant u energy storage grand challenge grid scale battery attach electricity grid buffer supply demand site intensifying speculation legislation they increasingly positioned transformative mean mitigate adapt indeed battery form storage spotlight a variety stored form including seed bank metal stockpile sequestered carbon dioxide become central generating ameliorating anxiety environmental future storage offer potent analytic analogize phenomenon across scale context part increasingly visible status emic instantiation a mean store electricity uniquely ephemeral commodity battery like stored form mediate power capital defuse political potency though battery smooth integration renewable energy grid disciplining unruly schedule sun wind potential proponent extend fossil fuel industry well they fuel neutral allowing kind electron become cost efficient in multivalent context i suggest securing status value battery stored electricity trading ambiguity signal effect political agenda even arbitration recast politics techno juridical domain
108,How can urban green spaces be planned for climate adaptation in subtropical cities?,WOS:000417551700015,cooling effect greenspaces important ecosystem service essential mitigating urban heat island uhi effect thus increasing urban resilience technique based landscape planning alleviate increasing frequency extreme becoming focus urban ecology study in proposed defined urban cooling island uci extent intensity efficiency well threshold value efficiency tvoe introduced law diminishing marginal utility first time radiative transfer equation compared algorithm used retrieve accurate land surface temperature lst subtropical city china fuzhou two important arguable factor size shape greenspaces also expressed explored result indicate 1 larger sized greenspaces produce higher cooling effect however exist tvoe line hypothesis tvoe fuzhou 4 55 ha 2 circle square greenspaces significant correlation lst also show highest uci intensity efficiency 3 92 maximum extent greenspaces within 30 180 limit mean uci extent intensity 104 1 78
109,"Integrated accounting of urban carbon cycle in Guangyuan, a mountainous city of China: the impacts of earthquake and reconstruction",WOS:000356990800021,approximately half global population resides city account 80 global carbon emission to improve efficiency carbon emission reduction enhance adaptability city essential undertake accounting urban carbon cycle play prominent role global carbon cycle an integrated accounting framework urban carbon cycle established herein support uniform accounting place specific comparison covering natural artificial carbon cycle vertical horizontal carbon flow carbon storage flux carbon input output guangyuan mountainous city china seriously stricken wenchuan earthquake 2008 chosen case demonstrate framework investigate effect postearthquake reconstruction carbon cycle result show 1 proposed framework could effectively ass dynamic carbon cycle external disturbance 2 abundant vegetation correspondingly large natural carbon tank vertical carbon input low industrialization degree correspondingly small horizontal vertical carbon output guangyuan 3 postearthquake reconstruction led series impact carbon cycle aspect amount structure 4 impact post earthquake construction artificial carbon cycle distinct tendency toward low carbon development guangyuan result helpful investigating effect natural disturbance human interference urban carbon cycle turn could improve
110,Risk and economic viability of housing climate adaptation strategies for wind hazards in southeast Australia,WOS:000350993100007,a changing higher wind speed mean residential construction likely receive damage future design standard maintained current level vulnerability residential construction may reduced strategy increase design wind speed specified australian standard applies break even analysis compare risk cost benefit strategy new housing three largest city brisbane sydney melbourne these city located southeast wind hazard dominated synoptic wind thunderstorm east coast low break even estimate risk reduction cost designing new housing enhanced standard calculated three synoptic wind pattern scenario 2070 1 2 b1 3 a1fi emission scenario if actual cost exceeds predicted break even value cost effective it found strategy lead risk reduction 50 80 cost approximately 1 house replacement value if risk reduction 50 discount rate 4 break even analysis show cost effective sydney cost le 5 9 house replacement cost designing new housing enhance wind classification also likely cost effective strategy brisbane melbourne
111,The role of urban green infrastructure in offsetting carbon emissions in 35 major Chinese cities: A nationwide estimate,WOS:000353091600012,carbon balance urban area become major challenge principal policy concern effort address anthropogenic rapid urbanization industrialization china urge search integrated strategy mitigate adapt limit traditional infrastructure sector also cover urban green infrastructure plant soil function carbon sink biotic sequestration present nationwide urban green infrastructure could contribute carbon balance 35 major chinese city by end 2010 total area urban green space dominant component urban green infrastructure account 6 38 total land area city represented 51 7 total urban green space 657 city china based empirical data literature total amount carbon stored vegetation urban green infrastructure 35 city estimated 18 7 million ton average carbon density 21 34 ha in 2010 amount carbon sequestration totaled 1 90 million ton average carbon sequestration rate 2 16 ha year collectively 0 33 carbon emission fossil fuel combustion offset ranging 0 01 hohhot 22 45 haikou nevertheless dominance young vegetation stand chinese urban green infrastructure suggests small carbon sequestration efficiency could become substantial near future given appropriate policy management practice adopted promote urban green infrastructure mitigation
112,Vibration Attenuation in a High-Rise Hybrid-Timber Building: A Comparative Study,WOS:000938827400001,recent development engineered timber product availability durability renewability led taller flexible building however building may experience excessive vibration resulting safety serviceability issue due wind earthquake load present dynamic analysis 42 story tall hybrid timber building along comparative performance three damping device pendulum pounding tuned mass damper ptmd ii tuned mass damper inerter tmdi iii tuned mass damper tmd first evaluate vibration reduction capability tmd tmdi filtered white noise variable frequency sinusoidal excitation then propose robust pendulum ptmd designed using hertz contact law minimize response seismic excitation for fair comparison mass tmd tmdi pendulum ptmd kept result show pendulum ptmd higher performance reduce peak acceleration earthquake load tmd tmdi fail achieve requirement superior performance proposed device reducing peak acceleration relates reduction damage structural nonstructural component seismic load nevertheless coupling inerter tmd form tmdi may shift optimum frequency damping ratio leading reduced performance compared tmd tmdi proposed pendulum ptmd robust higher performance reducing base shear 55 7 base moment 41 inter story drift ratio 40 dominant capability novel device timber hybrid building different excitation reveal benefit shape future physical infrastructure contribute mitigation improved disaster resilience circular economy policy
113,Assessment of Summer Regional Outdoor Heat Stress and Regional Comfort in the Beijing-Tianjin-Hebei Agglomeration Over the Last 40 Years,WOS:000928059500001,outdoor thermal comfort otc critical public health labor productivity human life growing extreme heat event caused serious impact otcs especially urban area quantitatively characterizing evaluating spatiotemporal change otcs essential application needed urban agglomeration therefore taking beijing tianjin hebei bth urban agglomeration area aimed quantitatively ass summer regional otc 1981 2020 first universal thermal index utci used indicator daily thermal stress composite thermal comfort score proposed evaluate long term summertime regional otc considering extent duration intensity daytime nighttime thermal stress result showed increase utci 0 32 10a daytime 0 21 10a nighttime heat stress frequency 0 88 daytime 0 39 10a nighttime manifested bth indicating worse otc spatial temporal heterogeneity also demonstrated b general otc showed decreasing north south gradient pattern at daytime northern mountainous zone presented best otc southern plain zone especially hengshui langfang cangzhou showed worst at nighttime mountain plain transition zone showed best otc northern mountainous zone showed worst since cold stress occurred our finding useful informing strategy ensure urban resilience extreme heat increase context
